STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,TOTAL_PROFIT,USD_per_student,USD_PROFIT_per_student,CAPOUT_RATIO,STUDENT_REV_RANK,STUDENT_PROFIT_RANK,CAPOUT_RATIO_RANK,RANK_SUM
Oregon,2011,559631.0,6112484,848637,2792762,2471085,6317635,3261190,2071303,224903.0,461979,-205151,10922.34704653602,-366.58262319278236,0.07674866576679472,33.0,43.0,19.0,95.0
Pennsylvania,2011,1670854.0,28492510,3371827,9261234,15859449,28810721,13761915,7947108,1207139.0,2189151,-318211,17052.66288975578,-190.44811814796506,0.08719871367467118,8.0,30.0,28.0,66.0
Rhode Island,2011,139157.0,2212352,234111,768713,1209528,2198940,1260021,736651,93820.0,43726,13412,15898.244428954347,96.38034737742262,0.020488066354983417,10.0,19.0,1.0,30.0
South Carolina,2011,713511.0,7772777,1041572,3338715,3392490,7961448,3689782,2428477,388361.0,1016126,-188671,10893.703110393533,-264.4261966528897,0.13507381480113778,34.0,36.0,43.0,113.0
South Dakota,2011,125613.0,1297661,262395,374648,660618,1350617,661519,390655,59757.0,199636,-52956,10330.62660711869,-421.5805688901626,0.15221181990702723,41.0,47.0,48.0,136.0
Tennessee,2011,986382.0,8679893,1272825,3955476,3451592,8961443,4947165,2635217,479721.0,661195,-281550,8799.727691705648,-285.43708218519805,0.07579644762794989,49.0,37.0,17.0,103.0
Texas,2011,4800196.0,51023159,7818075,19623258,23581826,52691826,25155007,14325757,2474232.0,6556210,-1668667,10629.390758210706,-347.62476365548406,0.13514836139097428,38.0,42.0,44.0,124.0
Utah,2011,545395.0,4141253,500782,2058112,1582359,4195916,2157337,1018548,315664.0,592949,-54663,7593.12608293072,-100.22644138651803,0.14517059379145247,51.0,28.0,46.0,125.0
Vermont,2011,86982.0,1686499,106823,1329172,250504,1722515,888388,511825,53418.0,63655,-36016,19389.057506150697,-414.062679634867,0.041953198012767534,3.0,45.0,4.0,52.0
Virginia,2011,1250852.0,14655345,1427301,5351177,7876867,14675815,7861076,4602566,579290.0,1075067,-20470,11716.29017661562,-16.36484572115646,0.07614868084351047,27.0,23.0,18.0,68.0
Washington,2011,1042979.0,11905941,1367629,6758505,3779807,11928408,6007184,3427282,514227.0,1467334,-22467,11415.321880881591,-21.54118155782619,0.1285328074294148,31.0,24.0,42.0,97.0
West Virginia,2011,282130.0,3475642,510256,1927726,1037660,3670119,2010407,1160212,211866.0,269242,-194477,12319.292524722645,-689.3169815333357,0.07373004608504415,24.0,50.0,13.0,87.0
Wisconsin,2011,864251.0,11664303,1002909,5226954,5434440,11440718,6138402,3668777,479352.0,541918,223585,13496.429856604158,258.703779341881,0.05004576371001978,20.0,16.0,6.0,42.0
Wyoming,2011,88165.0,1650621,154955,878979,616687,1656850,825783,528352,52046.0,234408,-6229,18721.953156014293,-70.65161912323484,0.14288039234689492,5.0,27.0,45.0,77.0
Alabama,2012,744621.0,7136949,789954,3948651,2398344,7222161,3695221,2239569,558658.0,580949,-85212,9584.673276740785,-114.43674030144194,0.0821199319178723,42.0,32.0,25.0,99.0
Alaska,2012,130771.0,2383402,352005,1507913,523484,2483320,1255757,947153,82607.0,145219,-99918,18225.76871018804,-764.0684861322464,0.05974281040804102,7.0,51.0,10.0,68.0
Arizona,2012,942738.0,7934798,1050228,2845535,4039035,8054662,3917564,2856528,360929.0,699033,-119864,8416.75842068528,-127.14455129633048,0.08923004615490268,49.0,33.0,30.0,112.0
Arkansas,2012,475671.0,5169926,666267,3823172,680487,5299969,2548056,1683928,277927.0,612420,-130043,10868.70126621131,-273.3885395578036,0.11955884928170397,34.0,40.0,41.0,115.0
California,2012,6203034.0,69016392,8793325,36413273,23809794,70191877,34213049,20393761,3488344.0,6736656,-1175485,11126.231453833721,-189.50162130338154,0.10390973196645288,32.0,37.0,37.0,106.0
Colorado,2012,843120.0,8616009,705634,3702427,4207948,8472536,4174705,2751179,353940.0,697434,143473,10219.196555650442,170.16913369389886,0.0874277853367661,40.0,14.0,28.0,82.0
Connecticut,2012,522451.0,10070907,509564,3735476,5825867,9791336,5485615,2932123,345177.0,637389,279571,19276.270884733687,535.1142978001765,0.06780514757820598,5.0,7.0,11.0,23.0
Delaware,2012,118624.0,1855867,183793,1090060,582014,1915966,1053066,531313,105134.0,149584,-60099,15644.953803614782,-506.6344078769895,0.08133556848823091,12.0,50.0,24.0,86.0
District of Columbia,2012,44618.0,1331006,137742,0,1193264,1189542,594156,266716,44780.0,283890,141464,29831.144381191447,3170.558967232955,0.23865487725527976,1.0,1.0,51.0,53.0
Florida,2012,2658559.0,24139266,3068321,8702317,12368628,25352047,13558844,7607362,1622628.0,1837264,-1212781,9079.83084069227,-456.17983275902475,0.07460637897242185,45.0,48.0,20.0,113.0
Georgia,2012,1669156.0,17559894,1862297,7455147,8242450,17400209,9611118,5043644,917885.0,1566020,159685,10520.223394338216,95.6681101107386,0.09137350063455926,38.0,18.0,32.0,88.0
Hawaii,2012,182706.0,2535038,318728,2161254,55056,2344733,1262938,814511,143188.0,124096,190305,13874.957582126477,1041.5914091491247,0.05292542903605656,18.0,3.0,7.0,28.0
Idaho,2012,267556.0,1981482,266087,1238989,476406,1911706,1073312,609786,102831.0,69239,69776,7405.858960367175,260.79026446799924,0.037322226342843344,51.0,13.0,4.0,68.0
Illinois,2012,2071481.0,29900021,2430413,10142137,17327471,29067543,14896596,9358604,956171.0,2032447,832478,14434.1275638058,401.87575942043395,0.07460213542756745,14.0,9.0,19.0,42.0
Indiana,2012,1006627.0,12395432,1096902,7462594,3835936,11351906,5659432,3670372,521782.0,894450,1043526,12313.828260120183,1036.656080156801,0.08323534371185803,26.0,4.0,27.0,57.0
Iowa,2012,495870.0,6262807,512246,2681035,3069526,6256926,3072424,1688512,242935.0,900591,5881,12629.937281948898,11.85996329683183,0.15252719045359256,24.0,23.0,48.0,95.0
Kansas,2012,485591.0,5613619,410051,3173205,2030363,5615714,2935226,1569972,235158.0,662722,-2095,11560.385180120718,-4.314330372679889,0.12265638215846597,28.0,25.0,43.0,96.0
Kentucky,2012,681827.0,7192430,983232,3920971,2288227,7444529,3697663,2320305,448906.0,764062,-252099,10548.760902692326,-369.7404180239269,0.10566571188017707,37.0,44.0,38.0,119.0
Louisiana,2012,665478.0,8477993,1527734,3588546,3361713,8504567,4365583,2793437,433580.0,777379,-26574,12739.7043929326,-39.93219911101494,0.09287705500814279,23.0,27.0,33.0,83.0
Maine,2012,187247.0,2611056,239982,1012326,1358748,2625759,1376755,887596,108121.0,131394,-14703,13944.447708107473,-78.5219522876201,0.052476450417075035,17.0,30.0,6.0,53.0
Maryland,2012,853778.0,13752912,859635,5980541,6912736,13212140,7140620,4161605,336683.0,1139120,540772,16108.299815642942,633.3871334234426,0.0891467760126993,10.0,6.0,29.0,45.0
Massachusetts,2012,922683.0,15763456,979175,6200945,8583336,15696061,8801567,4642633,467588.0,1159931,67395,17084.368087414638,73.04242085309906,0.07696076340064462,8.0,20.0,23.0,51.0
Michigan,2012,1421312.0,18622316,1866406,9796808,6959102,18063824,9070480,5802009,862829.0,1200582,558492,13102.201346361671,392.94116984870317,0.07088976670858944,21.0,10.0,14.0,45.0
Minnesota,2012,799736.0,10681609,740098,6642440,3299071,10696348,5672620,2555775,826218.0,1034162,-14739,13356.418868226514,-18.429831844508687,0.10250620119885714,20.0,26.0,36.0,82.0
Mississippi,2012,490619.0,4477828,795110,2195720,1486998,4423270,2291333,1449935,281636.0,329375,54558,9126.894800242144,111.20237903546337,0.07567874210270067,44.0,17.0,22.0,83.0
Missouri,2012,893221.0,10022622,994192,4115324,4913106,9910617,5056789,2994397,553027.0,891474,112005,11220.763954273354,125.39449923367229,0.09388199084489622,31.0,16.0,34.0,81.0
Montana,2012,142237.0,1628318,214164,761029,653125,1652537,888206,536815,73808.0,117001,-24219,11447.921426914234,-170.27215140926762,0.07240922621810462,29.0,36.0,16.0,81.0
Nebraska,2012,300941.0,3764056,366016,1166374,2231666,3880517,2247992,984922,165408.0,374671,-116461,12507.621095164834,-386.9894763425389,0.09930339123343192,25.0,45.0,35.0,105.0
Nevada,2012,428526.0,4053945,403548,2401035,1249362,4109706,2049362,1336995,159943.0,321145,-55761,9460.207782024894,-130.1227930160597,0.08303802639727262,43.0,34.0,26.0,103.0
New Hampshire,2012,190778.0,2963221,187243,1029325,1746653,2961684,1654634,868513,78190.0,160056,1537,15532.299321724728,8.05648450030926,0.05796205031301231,13.0,24.0,9.0,46.0
New Jersey,2012,1330300.0,27574528,1371038,10401941,15801549,26432652,14491817,8921990,943029.0,940577,1141876,20728.052319025785,858.3597684732767,0.03718075836450154,3.0,5.0,3.0,11.0
New Mexico,2012,328690.0,3478709,491732,2380982,605995,3616691,1688871,1097238,142740.0,615427,-137982,10583.555934162889,-419.793726611701,0.1736396939741713,36.0,46.0,50.0,132.0
New York,2012,2644029.0,58981073,3769627,23314292,31897154,60216421,38431932,14662331,1490478.0,4094920,-1235348,22307.27159195304,-467.22180429942335,0.06978431589780316,2.0,49.0,13.0,64.0
North Carolina,2012,1462172.0,12788659,1831015,7648102,3309542,13418244,7521325,3817233,716796.0,728580,-629585,8746.343795394796,-430.5820382280607,0.056991846171921726,48.0,47.0,8.0,103.0
North Dakota,2012,97555.0,1345371,160050,658255,527066,1380563,685786,368323,93834.0,160904,-35192,13790.897442468351,-360.74009533083904,0.12293568308595275,19.0,43.0,44.0,106.0
Ohio,2012,1630865.0,22799205,2007733,9336277,11455195,22662376,10861218,7524489,924456.0,2416140,136829,13979.823590548574,83.89964834612307,0.11120805965009325,16.0,19.0,39.0,74.0
Oklahoma,2012,664200.0,5824963,773014,2869071,2182878,5594867,2736786,1898922,385999.0,496119,230096,8769.8931044866,346.4257753688648,0.08991204144530836,47.0,11.0,31.0,89.0
Oregon,2012,566525.0,6124872,550894,3038052,2535926,6314092,3250376,2057965,228474.0,448562,-189220,10811.300472176868,-334.00114734565994,0.07494298187064909,35.0,42.0,21.0,98.0
Pennsylvania,2012,1644759.0,27881568,2145208,9561500,16174860,27851918,13450420,7682906,1170594.0,1735626,29650,16951.764969822325,18.0269571408334,0.0721987844529177,9.0,21.0,15.0,45.0
Rhode Island,2012,137400.0,2208278,204682,779000,1224596,2190431,1272285,727287,95213.0,33633,17847,16071.8922852984,129.89082969432314,0.01580187726283089,11.0,15.0,1.0,27.0
South Carolina,2012,715744.0,7889771,848254,3586738,3454779,7948441,3749691,2489094,408649.0,869025,-58670,11023.174486967408,-81.97064872356597,0.1156162762279419,33.0,31.0,40.0,104.0
South Dakota,2012,127726.0,1298723,212615,395054,691054,1296971,649023,379791,63166.0,172398,1752,10168.039396833847,13.7168626591297,0.13635004721689242,41.0,22.0,47.0,110.0
Tennessee,2012,998638.0,8983224,1257953,4017946,3707325,9256522,5151260,2693334,514174.0,671532,-273298,8995.475838091481,-273.6707395472634,0.07436430683366001,46.0,41.0,18.0,105.0
Texas,2012,4844744.0,49979753,6140296,19801928,24037529,50215314,23902458,13954303,2497013.0,5538370,-235561,10316.28358484989,-48.62197053136347,0.12068231111625555,39.0,28.0,42.0,109.0
Utah,2012,553873.0,4217360,426702,2158049,1632609,4330417,2161779,1052249,334499.0,666528,-113057,7614.30869531463,-204.12080025565427,0.15813032095666604,50.0,38.0,49.0,137.0
Vermont,2012,87968.0,1754161,124451,1372320,257390,1726321,904254,518561,54031.0,45788,27840,19940.898963259366,316.4787195343761,0.03007157333935798,4.0,12.0,2.0,18.0
Virginia,2012,1257332.0,14940479,1365551,5564504,8010424,15129464,8123166,4744530,611769.0,1078796,-188985,11882.684127978926,-150.3063629972036,0.0741019823727573,27.0,35.0,17.0,79.0
Washington,2012,1044856.0,11955582,1057045,7001110,3897427,12187889,5866729,3735795,524816.0,1552074,-232307,11442.325066803463,-222.33398669290312,0.132889715186053,30.0,39.0,46.0,115.0
West Virginia,2012,282088.0,3970941,432223,2014017,1524701,3536971,1893954,1155259,220973.0,245082,433970,14076.958254161822,1538.420634695556,0.0697192930951495,15.0,2.0,12.0,29.0
Wisconsin,2012,863314.0,11139967,907311,4786356,5446300,10724377,5631108,3525882,491104.0,449246,415590,12903.725643276954,481.38915852169663,0.04449151954871283,22.0,8.0,5.0,35.0
Wyoming,2012,89994.0,1664983,144728,851896,668359,1670728,845801,540510,53299.0,213245,-5745,18501.044514078716,-63.83758917261151,0.12901615689216536,6.0,29.0,45.0,80.0
Alabama,2013,744548.0,7197439,811739,3898347,2487353,7487741,3747993,2317243,576737.0,643522,-290302,9666.856938706436,-389.9036731009955,0.08832920755556074,42.0,47.0,31.0,120.0
Alaska,2013,131091.0,2545117,320938,1707449,516730,2665933,1324649,982442,87165.0,248505,-120816,19414.887368316664,-921.6193331349979,0.09403233966295098,6.0,50.0,33.0,89.0
Arizona,2013,941726.0,8164324,1178356,2934165,4051803,7600581,3824071,2643742,368750.0,558466,563743,8669.532326812683,598.6274139186983,0.07551910885001262,49.0,5.0,23.0,77.0
Arkansas,2013,477716.0,5067546,572096,3847045,648405,5226339,2545564,1694335,281692.0,533975,-158793,10607.86324929456,-332.400422008055,0.10562121036497199,36.0,45.0,40.0,121.0
California,2013,6208733.0,68868516,7836263,35141208,25891045,69727119,34194878,20595508,3461759.0,6160059,-858603,11092.201259097468,-138.28956729174857,0.09563496693887388,33.0,36.0,36.0,105.0
Colorado,2013,851063.0,8826868,696266,3693829,4436773,8699125,4292898,2773716,365228.0,758041,127743,10371.580012290511,150.09817134571705,0.09255822091719747,39.0,17.0,32.0,88.0
Connecticut,2013,517812.0,10319361,434543,3870444,6014374,9758850,5562212,2966636,359881.0,487318,560511,19928.779170818754,1082.4604296540058,0.05197478212299917,5.0,1.0,9.0,15.0
Delaware,2013,118685.0,1930466,151096,1124112,655258,1924626,1030897,560882,97722.0,157935,5840,16265.458988077684,49.205881113872856,0.08548875306099914,11.0,24.0,29.0,64.0
District of Columbia,2013,44179.0,1300036,129874,0,1170162,1308438,559940,332997,39825.0,375676,-8402,29426.560130378686,-190.18085515742774,0.28711792228596233,1.0,38.0,51.0,90.0
Florida,2013,2680074.0,24681548,3027018,9455562,12198968,25245400,13833236,7622221,1689414.0,1411455,-563852,9209.278549771387,-210.38672812765617,0.0574782644602454,44.0,40.0,10.0,94.0
Georgia,2013,1682620.0,17459504,1805878,7580785,8072841,17317504,9555687,4956142,932291.0,1632844,142000,10376.379693573119,84.3921978818747,0.09561676185532744,38.0,23.0,35.0,96.0
Hawaii,2013,184760.0,2331770,310778,1962923,58069,2345917,1283872,770643,144746.0,146656,-14147,12620.534747780905,-76.56960381034855,0.06251542573756871,22.0,31.0,16.0,69.0
Idaho,2013,272070.0,2015534,237912,1278155,499467,1967676,1113400,631575,107264.0,62882,47858,7408.1449626934245,175.9032601903922,0.03283447886582623,51.0,14.0,4.0,69.0
Illinois,2013,2069823.0,30057886,2311235,10382540,17364111,29517831,15285224,9509657,986182.0,1942608,540055,14521.95960717414,260.9184456835198,0.07007037415788119,14.0,12.0,20.0,46.0
Indiana,2013,1002772.0,12236713,980013,7503451,3753249,11211155,5535933,3595471,527250.0,862576,1025558,12202.886598349376,1022.7230118112592,0.0819843307293919,25.0,2.0,25.0,52.0
Iowa,2013,499489.0,6281345,459132,3118413,2703800,6318241,3174989,1748683,254025.0,783793,-36896,12575.542204132624,-73.86749257741411,0.13147602361154678,23.0,30.0,46.0,99.0
Kansas,2013,488590.0,5667223,420820,3193838,2052565,5621023,2969201,1595974,243032.0,616590,46200,11599.138336846845,94.55780920608281,0.113661395993251,30.0,21.0,42.0,93.0
Kentucky,2013,685009.0,7216175,867735,3960822,2387618,7413896,3663594,2323851,457079.0,729064,-197721,10534.4236353099,-288.64000327003004,0.10163170787059418,37.0,44.0,39.0,120.0
Louisiana,2013,671156.0,8121179,1229248,3370399,3521532,7940880,3963343,2657751,436167.0,644212,180299,12100.285179600569,268.63948173002996,0.08364789437033669,27.0,11.0,28.0,66.0
Maine,2013,184682.0,2650346,196466,1029166,1424714,2535405,1351259,867538,116847.0,70345,114941,14350.862563758245,622.3725105857636,0.029237457029105286,15.0,3.0,3.0,21.0
Maryland,2013,859252.0,13814727,828432,6093652,6892643,13284637,7303090,4243954,357919.0,955586,530090,16077.619836788277,616.92029811976,0.07430367086195154,12.0,4.0,22.0,38.0
Massachusetts,2013,920968.0,16114783,818054,6428534,8868195,16201905,9097982,4759997,467050.0,1283156,-87122,17497.6578990801,-94.59829223165191,0.0822104556039027,9.0,33.0,27.0,69.0
Michigan,2013,1381167.0,18270327,1636324,9882361,6751642,17468264,8885537,5675448,848456.0,962506,802063,13228.180951325943,580.7139904153516,0.058789953326870655,19.0,6.0,14.0,39.0
Minnesota,2013,802454.0,10848720,646542,6792440,3409738,10942019,5826404,2652321,850969.0,1016760,-93299,13519.429151079064,-116.26710066869876,0.09827134977838785,18.0,34.0,38.0,90.0
Mississippi,2013,492847.0,4444064,707522,2213501,1523041,4370050,2274357,1465175,284089.0,285801,74014,9017.127019135756,150.17642392060822,0.06632003085332558,46.0,16.0,17.0,79.0
Missouri,2013,897224.0,10103589,894168,4235564,4973857,10001763,5139610,3082015,566933.0,833040,101826,11260.943755405562,113.49005376583774,0.08658021255928589,32.0,20.0,30.0,82.0
Montana,2013,142797.0,1671053,210593,788329,672131,1679521,907018,545326,74629.0,111496,-8468,11702.29766731794,-59.300965706562465,0.06804889198391914,28.0,29.0,19.0,76.0
Nebraska,2013,303242.0,3870164,366241,1217306,2286617,3913038,2318463,1026626,168033.0,298231,-42874,12762.625230014311,-141.38542813990148,0.078248065713147,21.0,37.0,24.0,82.0
Nevada,2013,431776.0,4131800,392009,2556472,1183319,4057443,2058538,1396907,166814.0,222161,74357,9569.313718224264,172.21198028607427,0.057787910790184215,43.0,15.0,11.0,69.0
New Hampshire,2013,187703.0,2976317,163890,1020089,1792338,2878534,1642945,879507,76488.0,72588,97783,15856.523337400042,520.9453231967523,0.027170967326563676,13.0,7.0,2.0,22.0
New Jersey,2013,1338657.0,28070096,1145079,10986132,15938885,28179900,15489942,9131634,1218744.0,933676,-109804,20968.848629634027,-82.02549271396632,0.03487249344475886,3.0,32.0,5.0,40.0
New Mexico,2013,327209.0,3518621,519318,2401884,597419,3536546,1709797,1096508,145330.0,514077,-17925,10753.435877375012,-54.781500508849085,0.14833229073852647,35.0,28.0,48.0,111.0
New York,2013,2629805.0,59623918,3335657,23632698,32655563,60505950,38756656,14846782,1462376.0,3982327,-882032,22672.3722861581,-335.39825196164736,0.06744203852243207,2.0,46.0,18.0,66.0
North Carolina,2013,1468228.0,12729402,1579889,7891977,3257536,13650536,7681386,3957680,744037.0,653058,-921134,8669.908215890175,-627.3780366537077,0.050095883289566615,48.0,49.0,7.0,104.0
North Dakota,2013,101025.0,1405349,145905,685348,574096,1516575,718970,400607,94995.0,224615,-111226,13910.903241771839,-1100.9750061865875,0.1560707538353251,17.0,51.0,49.0,117.0
Ohio,2013,1613718.0,22536516,1721213,8990516,11824787,22015797,10800145,7376469,916885.0,1998557,520719,13965.58506504854,322.68277357010334,0.09475401544543595,16.0,9.0,34.0,59.0
Oklahoma,2013,671445.0,5878111,715944,2890048,2272119,5796945,2800189,1972011,404107.0,557341,81166,8754.419200381268,120.88257414978145,0.09720530454607608,47.0,19.0,37.0,103.0
Oregon,2013,564006.0,6077498,471682,3041825,2563991,6228197,3261733,2067538,228499.0,343353,-150699,10775.591039811634,-267.19396602163806,0.05818434897899942,34.0,43.0,13.0,90.0
Pennsylvania,2013,1623694.0,28484645,2049113,9764558,16670974,28495118,15456205,7737010,1178563.0,1501024,-10473,17543.11157151532,-6.4501069782853175,0.058015517608027145,8.0,26.0,12.0,46.0
Rhode Island,2013,136401.0,2282659,193393,841875,1247391,2231413,1265936,765178,96721.0,35089,51246,16734.913966906402,375.70105791013265,0.01622294634485539,10.0,8.0,1.0,19.0
South Carolina,2013,722249.0,8254462,814137,3819285,3621040,8224795,3933177,2621911,426662.0,853410,29667,11428.831331022957,41.07586164882194,0.10892055809964314,31.0,25.0,41.0,97.0
South Dakota,2013,130296.0,1316613,194731,408009,713873,1332496,663258,390637,64999.0,179586,-15883,10104.784490698103,-121.89936759378645,0.13830478713572794,41.0,35.0,47.0,123.0
Tennessee,2013,992461.0,9008032,1165801,4097627,3744604,9248235,5191269,2780452,534815.0,564756,-240203,9076.459427624864,-242.0276464264087,0.06225750422321319,45.0,41.0,15.0,101.0
Texas,2013,4897523.0,49734537,5695947,18873046,25165544,50674724,24226519,14150552,2585417.0,5472152,-940187,10155.03898603437,-191.9719417346279,0.11784633196251763,40.0,39.0,43.0,122.0
Utah,2013,562315.0,4300793,409774,2235917,1655102,4584624,2361179,1097484,309365.0,698249,-283831,7648.369686030072,-504.7544525755137,0.1563380417291628,50.0,48.0,50.0,148.0
Vermont,2013,89200.0,1817307,114697,1431621,270989,1809138,935593,538854,57026.0,55825,8169,20373.396860986548,91.58071748878923,0.035169829483814634,4.0,22.0,6.0,32.0
Virginia,2013,1264880.0,15322318,1108879,5874323,8339116,15634918,8445746,4874065,626080.0,1089417,-312600,12113.653469103789,-247.13806843336917,0.07245724530551685,26.0,42.0,21.0,89.0
Washington,2013,1050901.0,12242231,1042200,7159428,4040603,12097549,5911337,3777476,537261.0,1443002,144682,11649.271434702223,137.67424333976274,0.12366034808582958,29.0,18.0,44.0,91.0
West Virginia,2013,282310.0,3486366,383169,2027414,1075783,3488877,1828234,1130079,225073.0,284685,-2511,12349.424391626226,-8.894477701817152,0.08208741977889149,24.0,27.0,26.0,77.0
Wisconsin,2013,863737.0,11097447,827432,5587013,4683002,10845059,5637545,3551036,496850.0,521352,252388,12848.17832279965,292.20468730643705,0.051078973658987364,20.0,10.0,8.0,38.0
Wyoming,2013,91533.0,1695967,113501,881114,701352,1675477,846872,546422,52001.0,213920,20490,18528.476068740234,223.8536921110419,0.12892843905099702,7.0,13.0,45.0,65.0
Alabama,2014,740081.0,7357267,794090,4031547,2531630,7587737,3824295,2390530,587642.0,580934,-230470,9941.164548204859,-311.41185897219356,0.07868108477380546,42.0,49.0,25.0,116.0
Alaska,2014,130539.0,2663647,309525,1824373,529749,2727056,1346457,982843,86314.0,269107,-63409,20404.990079593073,-485.74755437072446,0.10023648639840042,6.0,51.0,38.0,95.0
Arizona,2014,943937.0,8361708,1102980,3182285,4076443,8109460,3902565,2858103,461316.0,678228,252248,8858.332706525965,267.229698592173,0.08584934176449949,49.0,16.0,30.0,95.0
Arkansas,2014,479881.0,5193218,552738,4006889,633591,5242672,2609867,1753929,282078.0,424314,-49454,10821.887092841767,-103.05471564825446,0.08368802103590636,36.0,37.0,27.0,100.0
California,2014,6224685.0,72389126,7415061,38410554,26563511,72506810,35539425,21594573,3581789.0,6124103,-117684,11629.363734871724,-18.90601693097723,0.09162347514336125,32.0,30.0,34.0,96.0
Colorado,2014,865231.0,9162406,681230,3961719,4519457,9286626,4470568,3002964,373620.0,932776,-124220,10589.548918150182,-143.56859613213118,0.10623959558666085,38.0,38.0,39.0,115.0
Connecticut,2014,511082.0,10743919,420593,4141590,6181736,10201500,5889381,3128453,343615.0,447290,542419,21021.908421740543,1061.31501402906,0.045601172587016535,5.0,2.0,7.0,14.0
Delaware,2014,120623.0,1954374,133055,1137764,683555,1988535,1050647,582448,103583.0,171618,-34161,16202.332888420948,-283.20469562189635,0.08993258907423167,12.0,47.0,33.0,92.0
District of Columbia,2014,44942.0,1342220,134959,0,1207261,1313289,503349,375966,34409.0,399565,28931,29865.60455698456,643.7408215032709,0.30424757993099766,1.0,7.0,51.0,59.0
Florida,2014,2708022.0,26077462,3112027,10460928,12504507,26523658,14542370,7948773,1788820.0,1468023,-446196,9629.70832585555,-164.76823304980536,0.0570150612945028,44.0,40.0,12.0,96.0
Georgia,2014,1699185.0,17821620,1804212,7837335,8180073,17668352,9635641,5197804,967343.0,1642099,153268,10488.334113118937,90.20089042688112,0.09414146866857534,40.0,21.0,36.0,97.0
Hawaii,2014,186825.0,2696766,286988,2354601,55177,2504144,1386369,798677,145898.0,173200,192622,14434.716981132075,1031.029037869664,0.0691653515133315,18.0,3.0,19.0,40.0
Idaho,2014,281452.0,2084970,232593,1319582,532795,2012852,1108768,650395,109175.0,91323,72118,7407.906143854014,256.23552150988445,0.04660142749179577,51.0,17.0,8.0,76.0
Illinois,2014,2060632.0,31085621,2301827,11163462,17620332,31080869,16323537,10012961,975999.0,1999969,4752,15085.479115145257,2.3060886174726978,0.06822929875637211,15.0,28.0,17.0,60.0
Indiana,2014,1007121.0,12399402,933891,7632238,3833273,11136045,5513142,3641179,526178.0,889924,1263357,12311.730169463252,1254.424244951699,0.08419000829011289,27.0,1.0,28.0,56.0
Iowa,2014,501763.0,6455928,455586,3247115,2753227,6541553,3266694,1853835,259833.0,801317,-85625,12866.488760630018,-170.6482941149507,0.12962772735368497,23.0,42.0,46.0,111.0
Kansas,2014,496034.0,5813985,419415,3265012,2129558,5957954,3033016,1657449,246811.0,813093,-143969,11720.940500046368,-290.2401851485987,0.14139840417197574,30.0,48.0,47.0,125.0
Kentucky,2014,686789.0,7229857,825742,3966872,2437243,7346219,3659917,2345545,454067.0,620745,-116362,10527.042512329113,-169.4290386130238,0.08767245448410613,39.0,41.0,31.0,111.0
Louisiana,2014,665441.0,8352703,1272004,3455315,3625384,8140649,4026042,2731011,409510.0,706668,212054,12552.13159393545,318.6668690387277,0.08975578133043474,24.0,12.0,32.0,68.0
Maine,2014,178709.0,2675648,182961,1032280,1460407,2550302,1369822,886844,109348.0,66571,125346,14972.094298552396,701.3972435635586,0.027366361298782983,16.0,6.0,2.0,24.0
Maryland,2014,865768.0,13982544,816033,6186736,6979775,13712839,7475952,4303895,367048.0,1131199,269705,16150.451391134808,311.5211003409689,0.08519287482073858,13.0,13.0,29.0,55.0
Massachusetts,2014,920558.0,16609204,791029,6587492,9230683,16518383,9407351,4969348,488065.0,1028761,90821,18042.53941631054,98.6586396511681,0.06472830916992926,9.0,20.0,15.0,44.0
Michigan,2014,1363533.0,18457253,1563397,10073758,6820098,17358365,8858564,5735894,831071.0,856907,1098888,13536.344921611724,805.9122881514419,0.05262769035296684,20.0,5.0,11.0,36.0
Minnesota,2014,804580.0,11168633,630445,7603409,2934779,11300786,5986788,2803239,880403.0,1069928,-132153,13881.32068905516,-164.25091352009744,0.09961753602626654,19.0,39.0,37.0,95.0
Mississippi,2014,492421.0,4480105,664697,2243098,1572310,4463078,2279076,1521319,287150.0,316494,17027,9098.119292231648,34.57813537602986,0.07186448621367794,47.0,26.0,21.0,94.0
Missouri,2014,892992.0,10256615,895743,4267069,5093803,10324249,5243167,3183894,577580.0,919482,-67634,11485.674003798465,-75.73864043574858,0.09265120958295257,34.0,36.0,35.0,105.0
Montana,2014,144034.0,1729712,201528,822788,705396,1754324,949120,570780,77193.0,121753,-24612,12009.053417942985,-170.8763208686838,0.0708341526815084,29.0,43.0,20.0,92.0
Nebraska,2014,307398.0,4005091,318179,1283012,2403900,4008633,2371149,1059275,175887.0,307828,-3542,13029.007996148315,-11.52252129161543,0.07864513753854935,22.0,29.0,24.0,75.0
Nevada,2014,435765.0,4203255,381596,2651854,1169805,4043820,2104452,1413964,170754.0,161354,159435,9645.692058793156,365.8738081305291,0.04190442651441726,43.0,11.0,6.0,60.0
New Hampshire,2014,184846.0,3042994,161989,1003995,1877010,2960615,1682021,913353,75750.0,87603,82379,16462.31998528505,445.6628761239086,0.03175486374693835,11.0,9.0,3.0,23.0
